a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,t-3,t-2,t-1,t
1213.571429,393.2857143,1432.428571,1165.285714,259.5714286,17.42857143,2145.857143,1097.714286,64.28571429,1212.714286,3464.857143,1024.285714,342.4285714,63.42857143,1.6,1.8,2.1,2.2
1302,381.7142857,2308.857143,1271.285714,302.7142857,8.714285714,2683.285714,1125.714286,47.42857143,1375.571429,4555.142857,1087.714286,347,72.71428571,1.8,2.1,2.2,2.2
1260,386.5714286,1968.428571,1181.857143,305,0,2197.571429,1154.285714,46.42857143,1384.857143,4367.285714,1068.428571,344.5714286,55.71428571,2.1,2.2,2.2,2.2
1200.428571,353.1428571,2101.714286,1203.857143,392.8571429,0,2274.714286,1150.714286,46.42857143,1415.857143,4620.857143,1051.714286,274.8571429,74,2.2,2.2,2.2,2
1284.285714,406.5714286,1504,1247.714286,475.2857143,0,2222,1140.571429,75.85714286,1377.428571,4373.571429,1056.428571,307.5714286,121.1428571,2.2,2.2,2,2.3
1541.714286,455.5714286,1824.428571,1563.428571,407.1428571,9,2540.857143,1185.714286,74.14285714,1511.571429,4745.571429,1085.714286,342,121.8571429,2.2,2,2.3,2.6
1820,514.7142857,2732.285714,1805.714286,476.4285714,18.85714286,2888.857143,1290.714286,77.28571429,1657.428571,5250.142857,1169.571429,403.7142857,146,2,2.3,2.6,2.6
1954.428571,515.2857143,2469.714286,1745,1396,27.42857143,3146.714286,1302.857143,89,1688,5297.571429,1148.285714,398,128.4285714,2.3,2.6,2.6,2.7
1525.714286,464.8571429,2239,1615.285714,1014.428571,35.14285714,2808.285714,1251.428571,77.42857143,1653.857143,4980,1089.428571,349.8571429,115.5714286,2.6,2.6,2.7,2.8
1565.428571,470.8571429,2438.857143,1493,1126,18.71428571,2980.857143,1299.571429,77,1565.142857,4356,1112.714286,384.2857143,110.8571429,2.6,2.7,2.8,2.8
1500.571429,486.5714286,2403.142857,1502.142857,1107,44.14285714,3132.285714,1318.714286,79.42857143,1532,4082.285714,1105.714286,397.8571429,129.1428571,2.7,2.8,2.8,3
1737.571429,564.8571429,2727.571429,1574.285714,1298,29.14285714,3721.142857,1282.857143,86.14285714,1500.285714,4620.857143,1151.571429,460.2857143,115.2857143,2.8,2.8,3,3.3
2189,631.8571429,3105.571429,1618.857143,1763.428571,67.42857143,5105.571429,1375.285714,96.14285714,1616,5003.857143,1292.285714,529.7142857,141.8571429,2.8,3,3.3,
2478,711.5714286,3818,1544.571429,1039.285714,58.28571429,5982.571429,1383.142857,116.4285714,1619.857143,5145.857143,1342.857143,594.1428571,149.7142857,3,3.3,,3.9
2445.428571,653.8571429,3308.428571,1542.571429,980.1428571,74,7299.142857,1426.428571,97.85714286,1629.428571,5142,1383.142857,634,120.8571429,3.3,,3.9,4.1
2382.571429,620.4285714,3757,1601.142857,970.8571429,72.14285714,8726.571429,1318.571429,101.2857143,1737.571429,5290.714286,1510.428571,663.7142857,119.2857143,,3.9,4.1,4
2972.857143,762.5714286,4785.285714,1787,984.8571429,74.57142857,11317.85714,1533.571429,120.5714286,1978.428571,6051.285714,1907.428571,797.4285714,118.2857143,3.9,4.1,4,3.7
2647.285714,716.5714286,4289,1739.285714,974.7142857,70.71428571,9767.285714,1452,120.4285714,2006.142857,5589.142857,1738.857143,748.5714286,107.1428571,4.1,4,3.7,3.1
1985.571429,567.1428571,3780.714286,1581.428571,744.2857143,82.57142857,7432.285714,1369.142857,92.57142857,1724.428571,4966.428571,1543.714286,601,76.28571429,4,3.7,3.1,2.6
1477.714286,462.2857143,3796.714286,1290.142857,502.7142857,9,5791,1278.714286,84.14285714,1570.142857,4092.142857,1263.714286,468.5714286,63.42857143,3.7,3.1,2.6,3.5
1134.714286,316.5714286,3157.285714,1132.714286,371.5714286,9,3845.285714,1072.142857,48,1201.285714,3309.571429,1056.428571,325,0,3.1,2.6,3.5,2.2
1251.857143,415.4285714,3766.857143,1425.571429,403,27.14285714,4303,1291.714286,64,1410.285714,4337.571429,1227.428571,363,36.85714286,2.6,3.5,2.2,1.9
1240.142857,422.2857143,3434.714286,1266,317,26.42857143,3695.714286,1239.142857,54.14285714,1334,4071.142857,1150.428571,353.4285714,65.28571429,3.5,2.2,1.9,1.9
1285.571429,417,3485.428571,1264.428571,410.8571429,9,3877.285714,1132.571429,66.71428571,1310.857143,4000.285714,1144.857143,405.7142857,114.5714286,2.2,1.9,1.9,2.2
1606.857143,462.1428571,3781.285714,1318.857143,511,36.28571429,4662.857143,1210.714286,70.57142857,1391.285714,4460.285714,1218.428571,492.2857143,124.8571429,1.9,1.9,2.2,2.5
1764.714286,564.5714286,4403.571429,1379.571429,521.8571429,29.42857143,5006,1238.142857,70.14285714,1402.857143,4954.714286,1227.571429,504.2857143,127.8571429,1.9,2.2,2.5,2.4
1956.285714,685.1428571,4162.428571,1317.142857,490.8571429,17.71428571,4542.714286,1281.714286,83.14285714,1327.142857,4872.285714,1108,519.8571429,95.85714286,2.2,2.5,2.4,2.2
1587.428571,552.4285714,3860.285714,1195.428571,350.8571429,17.42857143,3341.857143,1226.428571,73.14285714,1251.571429,4283.428571,1033.857143,432.1428571,93.57142857,2.5,2.4,2.2,2
1611.714286,685.4285714,3438.142857,1225,335.8571429,9.285714286,3008.428571,1177.857143,75,1347.571429,3917.714286,1026,460.8571429,47.14285714,2.4,2.2,2,2.2
1925.857143,673.4285714,3849,1339.857143,344.7142857,0,2552.714286,1145.714286,27.71428571,1446,3815.714286,1012,423,45,2.2,2,2.2,
,,,,,,,,,,,,,,2,2.2,,
,,,,,,,,,,,,,,2.2,,,
