a1,a2,a3,a4,a5,a6,a7,t-3,t-2,t-1,t
15326.14286,1711.714286,7439.428571,1012.428571,16803.57143,33979.42857,5696.428571,5,6,6,6.7
7845.571429,1148.142857,5758.428571,903.8571429,10576.71429,20268.14286,2941.571429,6,6,6.7,5.9
4280,777.8571429,4802.428571,760.8571429,6128,9922.857143,1399.428571,6,6.7,5.9,5.1
3357.142857,600.2857143,4405.571429,707.2857143,4627.142857,7420.571429,1015,6.7,5.9,5.1,4.7
6870.714286,941,4025.571429,682.7142857,8451.285714,7412.571429,1160.857143,5.9,5.1,4.7,5.6
3918.714286,796.4285714,3983.285714,663.7142857,5023.571429,5485,764.7142857,5.1,4.7,5.6,4.7
6721,973.5714286,3151.571429,615.5714286,8598.857143,4891.571429,850.1428571,4.7,5.6,4.7,4
3328.571429,635.2857143,2761.142857,540.4285714,4549.142857,2767,510,5.6,4.7,4,3.7
2444.857143,616.8571429,3057.857143,565.1428571,2931.857143,2200.857143,380.7142857,4.7,4,3.7,3.6
1907.857143,494.5714286,2959.285714,567.4285714,1762.428571,1732.857143,310.5714286,4,3.7,3.6,3.6
1760.857143,426.8571429,3033.714286,561.7142857,1494.714286,1457.857143,274.4285714,3.7,3.6,3.6,3.6
1716.857143,397.4285714,2830.857143,530.7142857,1187.571429,1270.142857,259.2857143,3.6,3.6,3.6,3.7
1468.714286,392.5714286,2765.428571,506.5714286,1054.571429,1223.428571,241.4285714,3.6,3.6,3.7,3.5
1376,346.2857143,2812.285714,522.8571429,1019.285714,1187.714286,195.2857143,3.6,3.7,3.5,3.6
1308.428571,317,2787.142857,523.8571429,891.1428571,1153.142857,146.8571429,3.7,3.5,3.6,3.6
1281.428571,313.4285714,3152.571429,566.8571429,704.5714286,1089.428571,119.4285714,3.5,3.6,3.6,3.7
1222.571429,322.5714286,2906.428571,543.7142857,653.7142857,1140.857143,112.8571429,3.6,3.6,3.7,3.7
1464.571429,310.4285714,3072.571429,582.2857143,922,1124.857143,102.1428571,3.6,3.7,3.7,4
1872.142857,344.1428571,3230.285714,616.4285714,932.7142857,1158.285714,105.2857143,3.7,3.7,4,
1336.428571,414.1428571,3170.142857,617.8571429,725.5714286,1164,105.7142857,3.7,4,,4.2
1439.285714,323,3241,653,704,1129,119.5714286,4,,4.2,4.2
2803,306.1428571,3128.714286,583.7142857,684.4285714,1093.857143,102,,4.2,4.2,4
1606.285714,303.2857143,3201.142857,594,589.2857143,1067.857143,97.42857143,4.2,4.2,4,3.8
1438.571429,313.8571429,3027.857143,578.8571429,470.7142857,1053.857143,90.71428571,4.2,4,3.8,3.6
1329.285714,296,3085.428571,590.7142857,406.5714286,1069,91.14285714,4,3.8,3.6,3.3
1321.142857,298.1428571,3065,594.2857143,431.4285714,1088.428571,88.71428571,3.8,3.6,3.3,3.2
1321.142857,292.1428571,3457.428571,625.1428571,383,1064.714286,79.85714286,3.6,3.3,3.2,
1319.571429,293.4285714,3456.714286,598.4285714,308.5714286,1063.857143,99,3.3,3.2,,3
1351.285714,288.1428571,3341.142857,616.7142857,623.7142857,1039.428571,101,3.2,,3,3
1303.285714,283,3195,607.7142857,650.4285714,1060.428571,89.14285714,,3,3,2.8
1262.142857,288.1428571,2956.142857,574.2857143,508.4285714,1035,96.71428571,3,3,2.8,
1379.285714,288.8571429,2834.142857,578.5714286,394,1028,127,3,2.8,,2.6
1294.857143,315.1428571,2350.428571,539.1428571,350.2857143,986.7142857,70.28571429,2.8,,2.6,2.6
2800.571429,319.2857143,2388.714286,549,443,1009.285714,108.2857143,,2.6,2.6,2.7
2721.571429,311.7142857,2228.857143,564.1428571,466,1073.428571,115.5714286,2.6,2.6,2.7,2.7
2164.428571,282.8571429,2153,578.2857143,381.2857143,1030.142857,131.7142857,2.6,2.7,2.7,2.9
1935.285714,310.2857143,2374,575,385.7142857,1031.714286,121,2.7,2.7,2.9,2.9
1616.428571,257.7142857,2207,562.4285714,368.1428571,965.2857143,119,2.7,2.9,2.9,3.4
1479,327,2122,552.5714286,404,1080.571429,146.4285714,2.9,2.9,3.4,2.5
1483.571429,336.4285714,2159.714286,511.5714286,374.5714286,1045.714286,144.1428571,2.9,3.4,2.5,2.6
1709.571429,379.1428571,2363.714286,521.1428571,404.2857143,1275.714286,133.2857143,3.4,2.5,2.6,2.6
2074.857143,401.1428571,2198,565.4285714,468,1200,187,2.5,2.6,2.6,2.7
1760.857143,386.5714286,2058.285714,526.4285714,452.7142857,1143.714286,174.7142857,2.6,2.6,2.7,2.6
2224.857143,395.2857143,2076.857143,539,648.4285714,1186.571429,212.8571429,2.6,2.7,2.6,2.7
2571.285714,479.7142857,2413,576.1428571,759,1599.857143,266.8571429,2.7,2.6,2.7,2.9
2709.714286,530.7142857,2729.428571,622.2857143,945.7142857,1972.714286,280.4285714,2.6,2.7,2.9,3.2
2884,605.2857143,2886.857143,647.1428571,1105.142857,2115.571429,307,2.7,2.9,3.2,3.3
2697.142857,626.7142857,2918.714286,654.2857143,1280,2343.285714,395,2.9,3.2,3.3,3.5
3338.285714,828.7142857,3661.428571,792.7142857,2147.142857,3662.428571,691.4285714,3.2,3.3,3.5,3.7
4814.285714,928.8571429,4087.857143,850.4285714,2890.142857,5535.142857,961.7142857,3.3,3.5,3.7,4.1
7662.142857,941.4285714,5396.714286,970.8571429,3444.285714,9158.857143,1210.857143,3.5,3.7,4.1,4.8
16687.28571,1588.142857,6336.714286,1016.714286,10579.28571,21581.14286,2998.285714,3.7,4.1,4.8,5.5
15931,1373.714286,6344.714286,1045.428571,14703.71429,26729.57143,4565.571429,4.1,4.8,5.5,5.9
13048.28571,1135,5870.714286,1030.571429,11286,24657.85714,3791.857143,4.8,5.5,5.9,5.4
9949.285714,963.8571429,4811.285714,944.1428571,9510,19685,2585.428571,5.5,5.9,5.4,5.1
4987.142857,515.5714286,4066.285714,858.4285714,5658.857143,10452,1279.428571,5.9,5.4,5.1,6.8
5363.857143,563.8571429,3974.142857,805.2857143,4543.857143,9803.714286,1044,5.4,5.1,6.8,4
6063.857143,602.4285714,3916.285714,772,4467,7426.857143,1004.142857,5.1,6.8,4,3.9
5736.428571,580.8571429,3625.142857,762.8571429,3966.714286,6347.857143,941.7142857,6.8,4,3.9,4
4648.285714,620.5714286,3504,735.2857143,3632.857143,5671.571429,946.8571429,4,3.9,4,
4558,663,3815.428571,722.1428571,3706.857143,5898.428571,973.2857143,3.9,4,,4.1
4271,703.4285714,4088.571429,670.2857143,3609.714286,6599.714286,1019.285714,4,,4.1,4
4442.285714,549.7142857,3709.428571,700.5714286,3400,7535.714286,1057.714286,,4.1,4,4
4135.142857,507.1428571,3946.285714,724.1428571,3247.571429,8026,1041,4.1,4,4,4.2
3882.142857,530.1428571,4009.857143,737.1428571,2718.142857,7849.142857,999.1428571,4,4,4.2,4
3822.571429,538.7142857,4086.857143,697.7142857,2532.714286,7636.857143,1009.142857,4,4.2,4,4.2
3466.285714,491.8571429,3973.428571,668.1428571,2384.285714,6206,974.4285714,4.2,4,4.2,4.2
2511,428.5714286,4151.285714,643.5714286,1660.142857,4708.285714,835.8571429,4,4.2,4.2,4.3
2695.142857,469.5714286,4172.285714,607.4285714,1321,4121.285714,736.8571429,4.2,4.2,4.3,4
2822.857143,651.7142857,4261.142857,632.8571429,1199.142857,4000.428571,706,4.2,4.3,4,4.1
2545.714286,534.1428571,4389.571429,600.4285714,1257.857143,3494.142857,490.4285714,4.3,4,4.1,4.2
2380.142857,489.7142857,4473.857143,566.1428571,1229.285714,3079.857143,404,4,4.1,4.2,4.1
2247,468.2857143,4514.714286,578.5714286,1572.428571,2845,357,4.1,4.2,4.1,4.6
2113.714286,549,4165.428571,577.2857143,1363.285714,2767,331.1428571,4.2,4.1,4.6,4.2
2034,454.8571429,3972.857143,568.2857143,1275.857143,2643.142857,252.1428571,4.1,4.6,4.2,4
1851,472.7142857,3457.571429,534.4285714,975.2857143,2397.571429,225.1428571,4.6,4.2,4,4
1994.285714,444.2857143,2778.857143,518.7142857,573.2857143,2199.428571,203.1428571,4.2,4,4,3.9
2062.285714,411.1428571,2678.857143,486.8571429,533.8571429,2062.857143,202.4285714,4,4,3.9,3.5
1715.571429,392.2857143,2660.857143,512,499.7142857,1953.857143,193.2857143,4,3.9,3.5,3.6
1468,314.2857143,2591.714286,490,496.4285714,1783.142857,183.5714286,3.9,3.5,3.6,3.4
1518.428571,312,2534.571429,488,441.7142857,1717.428571,161.8571429,3.5,3.6,3.4,3.3
1459.571429,273,2750.714286,476.7142857,382.1428571,1655.571429,166.4285714,3.6,3.4,3.3,3.3
1592.142857,292.4285714,2455.142857,467.2857143,359,1627.142857,189.2857143,3.4,3.3,3.3,3
1740.857143,329.7142857,2381.714286,456.1428571,342.5714286,1574.142857,194.7142857,3.3,3.3,3,3
1577.857143,346.8571429,2251.714286,449.5714286,322.8571429,1484.571429,159.4285714,3.3,3,3,2.8
1707.857143,356.2857143,2082.714286,427,363,1558.714286,183.7142857,3,3,2.8,2.9
1753.428571,323.8571429,2196.857143,422.8571429,382.2857143,1644.142857,169.8571429,3,2.8,2.9,3.4
3140,363,2419.142857,453.4285714,471.8571429,1922.428571,207.7142857,2.8,2.9,3.4,3.2
2086.571429,395.5714286,2402.428571,467.7142857,614.7142857,2086.714286,219,2.9,3.4,3.2,3.2
1637.428571,298,2039.428571,426.8571429,394.5714286,1799,161.7142857,3.4,3.2,3.2,3.5
1808.714286,381.8571429,2054.571429,423.2857143,464.1428571,1730,170.4285714,3.2,3.2,3.5,2.8
2168.428571,398.5714286,1992.714286,428.8571429,537.7142857,1857.428571,208.8571429,3.2,3.5,2.8,2.9
3234.142857,424.2857143,2031.142857,441.8571429,703.4285714,1973.428571,188.4285714,3.5,2.8,2.9,3
2743.857143,453.2857143,2172.285714,454.4285714,925,2092.428571,259.8571429,2.8,2.9,3,3.1
2530.571429,422.4285714,2201.142857,475.8571429,987.7142857,2220.857143,283.8571429,2.9,3,3.1,3.1
3137.714286,463.5714286,2209.142857,488.8571429,1430.714286,2542.142857,317.2857143,3,3.1,3.1,3.2
2889.142857,466.7142857,2270.142857,504,1828.714286,2957.857143,350.5714286,3.1,3.1,3.2,3.4
3084,515.5714286,2465.714286,557.8571429,2336,3768.142857,344.8571429,3.1,3.2,3.4,3.5
4296.428571,616.7142857,2746.142857,631.7142857,4037,5956.142857,543.4285714,3.2,3.4,3.5,4
7567.285714,830.8571429,3361.714286,738.7142857,8161.571429,10927.57143,939.2857143,3.4,3.5,4,5.2
11259.71429,1067,3729.285714,829.4285714,14046.57143,15850.57143,1029.285714,3.5,4,5.2,5.6
11946.57143,1071.142857,4103,918.8571429,17373.28571,18395.14286,1033.142857,4,5.2,5.6,6.2
12594.28571,1067.714286,4214.857143,900.7142857,16994,19407.28571,970.2857143,5.2,5.6,6.2,6.6
8627.571429,949,3754.571429,856.2857143,13066.42857,16809.71429,982.1428571,5.6,6.2,6.6,6.1
6175.428571,761.8571429,3351.285714,700.5714286,7873.142857,12260.57143,778.2857143,6.2,6.6,6.1,5.1
45609.14286,3418.142857,7737.142857,980,12009.85714,36370.42857,696,6.6,6.1,5.1,7.4
28908.42857,2447,8825.571429,1013.857143,6921.428571,19390.85714,755.4285714,6.1,5.1,7.4,8
24084.71429,2196.285714,5992,843,2941,13121,437.5714286,5.1,7.4,8,5.7
19295.14286,1792.285714,4289.714286,667,1694.428571,6616.428571,273.5714286,7.4,8,5.7,4.6
12892.85714,1813,3076.142857,533.7142857,1156.142857,3763.857143,221.2857143,8,5.7,4.6,3.6
11200.85714,1576.571429,2758.428571,487.1428571,1107.285714,3106.714286,196.1428571,5.7,4.6,3.6,3.3
6062.857143,1252.285714,2117.714286,404.8571429,938.7142857,2380.428571,149.7142857,4.6,3.6,3.3,2.9
4135.428571,1129.285714,1854.714286,397,862.8571429,2518.428571,165.8571429,3.6,3.3,2.9,2.8
3001,931.8571429,1823.285714,377.2857143,784.5714286,2275.571429,133.7142857,3.3,2.9,2.8,2.7
2880.285714,854,1723.714286,361,624,1910.285714,122,2.9,2.8,2.7,2.4
2715,712.7142857,1647.714286,331.7142857,565,1565.857143,91.71428571,2.8,2.7,2.4,2.2
2056.571429,649.4285714,1597.285714,341.2857143,587.8571429,1431.714286,96.28571429,2.7,2.4,2.2,2.3
1698.857143,589.2857143,1598.714286,339.7142857,524.4285714,1389.571429,94.14285714,2.4,2.2,2.3,2.3
1665.571429,580.5714286,1562.571429,328.7142857,483.7142857,1309.142857,82.85714286,2.2,2.3,2.3,2.4
1561,461.4285714,1473.714286,311,470.2857143,1208.857143,81,2.3,2.3,2.4,2.6
1697.714286,454,1544,348.8571429,452.4285714,1207.714286,88.28571429,2.3,2.4,2.6,2.7
1511.857143,484.7142857,1675.285714,336.2857143,556.2857143,1279.714286,94.57142857,2.4,2.6,2.7,2.7
1430.857143,433,1639.714286,337.5714286,648.1428571,1292.857143,132,2.6,2.7,2.7,2.9
1443.714286,429.5714286,1671.142857,326.5714286,657,1352.428571,200.7142857,2.7,2.7,2.9,2.9
1356.428571,413.5714286,1754.428571,314.4285714,568.5714286,1384.285714,151.8571429,2.7,2.9,2.9,
1330.714286,380.1428571,1780.428571,329.1428571,521.7142857,1397.571429,126.1428571,2.9,2.9,,3.3
1525.428571,450.2857143,1968.571429,338.8571429,541.8571429,1478.571429,177.8571429,2.9,,3.3,3.3
1396.571429,414.7142857,1775.428571,333.8571429,427.2857143,1477.571429,113.8571429,,3.3,3.3,2.8
1627.857143,526,1703.285714,331.7142857,391.7142857,1875,92.85714286,3.3,3.3,2.8,2.7
1438.142857,434.7142857,1548.142857,326.5714286,368,1499.714286,95.71428571,3.3,2.8,2.7,3.2
1585.857143,449.8571429,1469.571429,330,363.7142857,1406.857143,87.85714286,2.8,2.7,3.2,2.7
1356.285714,380.2857143,1405.714286,331.7142857,384.7142857,1546.857143,125.7142857,2.7,3.2,2.7,2.6
1549.571429,413.2857143,1536.857143,330.7142857,336.4285714,1535,108.7142857,3.2,2.7,2.6,
1593.857143,425,1602.428571,341.2857143,318.8571429,1472,93.28571429,2.7,2.6,,2.7
1398.714286,447.8571429,1640.571429,346,376.7142857,1359.857143,92.85714286,2.6,,2.7,2.7
1352.857143,455.1428571,1725.714286,341,355.4285714,1365.571429,91.14285714,,2.7,2.7,2.6
1611.142857,488.7142857,1744.714286,346.1428571,373.7142857,1450,117.7142857,2.7,2.7,2.6,2.7
1510.285714,459.5714286,1955.857143,357.8571429,434.5714286,1601.571429,148.7142857,2.7,2.6,2.7,
1779.285714,509.2857143,2152.142857,364.7142857,384,1962.285714,168,2.6,2.7,,3.7
2226.142857,482.4285714,2036,392.8571429,543.7142857,2248.142857,184.5714286,2.7,,3.7,3.9
2571.571429,547.4285714,2078,363.8571429,941.1428571,2382,211.5714286,,3.7,3.9,3.4
2019.285714,437,1810.857143,362.7142857,579.5714286,2094.142857,193.7142857,3.7,3.9,3.4,3.6
2032.285714,479.8571429,1984.571429,371.8571429,590.7142857,2055.285714,168.8571429,3.9,3.4,3.6,3.3
2358,552.4285714,1721.142857,352.4285714,723.2857143,2280.571429,217.4285714,3.4,3.6,3.3,3.1
2101.142857,510.4285714,1688.142857,351.1428571,760.2857143,2133.571429,208.7142857,3.6,3.3,3.1,3.3
2040.428571,536,1659.142857,354.5714286,603.7142857,2120.142857,198.2857143,3.3,3.1,3.3,3.6
1875.857143,485.1428571,1634.571429,355.7142857,595.7142857,2126.142857,176,3.1,3.3,3.6,3.6
1870.142857,511.7142857,2270.142857,384.1428571,547.1428571,2187.857143,192.8571429,3.3,3.6,3.6,3.8
1877,565.7142857,2304,403,570,2148.285714,186.5714286,3.6,3.6,3.8,
2252.857143,578.4285714,2050.571429,398,564,2097.857143,179.2857143,3.6,3.8,,3.5
2081.142857,543.1428571,2026.428571,379.1428571,461.2857143,2057.857143,183.1428571,3.8,,3.5,3.4
1901.428571,542,2374.714286,377.8571429,476.5714286,2307.285714,199.5714286,,3.5,3.4,3.5
1827.571429,517.1428571,2188.285714,385.7142857,449,2256.571429,223.4285714,3.5,3.4,3.5,3.4
1834.571429,589.1428571,2305.857143,413.7142857,463.5714286,2487.285714,238.1428571,3.4,3.5,3.4,3.5
1497.142857,489.4285714,2156.428571,399.4285714,391.8571429,2210.571429,187.1428571,3.5,3.4,3.5,3.6
1647.285714,518.7142857,2452,398.7142857,402.2857143,2407.428571,206.5714286,3.4,3.5,3.6,3.4
1585.428571,511,2689.571429,416.4285714,391.5714286,2585.714286,211.7142857,3.5,3.6,3.4,3.5
1436,458.1428571,2548.857143,419.8571429,347.1428571,2219.714286,176.5714286,3.6,3.4,3.5,3.4
1242,394.7142857,1786.571429,379,280.5714286,1830.857143,136.1428571,3.4,3.5,3.4,3
1164.714286,334.1428571,1143,358.8571429,245.5714286,1509,117.5714286,3.5,3.4,3,2.6
995.2857143,256.1428571,680,306,166.5714286,1134.142857,95.14285714,3.4,3,2.6,3.2
1020.285714,296.4285714,1112.428571,350.2857143,184.4285714,1225.428571,100.5714286,3,2.6,3.2,2.7
1086,315,1053.714286,333.7142857,170.5714286,1140.428571,111.1428571,2.6,3.2,2.7,2.2
977.8571429,313.4285714,957.1428571,328.2857143,198.8571429,1085.571429,100.4285714,3.2,2.7,2.2,2.4
1000.571429,318,1083.857143,337.2857143,191.5714286,1174.428571,89.42857143,2.7,2.2,2.4,2.4
1108.714286,382.1428571,1215.142857,362.7142857,218.1428571,1316.142857,123.4285714,2.2,2.4,2.4,2.8
1130.142857,353.5714286,1446.857143,383.7142857,255.2857143,1407.142857,151.7142857,2.4,2.4,2.8,2.9
1120.142857,356.8571429,1572.571429,409.4285714,236,1563.428571,129.8571429,2.4,2.8,2.9,3
1122.857143,405.7142857,1911.428571,421.5714286,233.2857143,1505.714286,138.1428571,2.8,2.9,3,3
1148.714286,364.8571429,1643.142857,423,229.1428571,1584.142857,139.7142857,2.9,3,3,3.1
1153.142857,369.4285714,1899.428571,454.1428571,260.8571429,1738.285714,115.5714286,3,3,3.1,3.4
1136.428571,354.5714286,1929.285714,409.5714286,238.2857143,1572.285714,105.7142857,3,3.1,3.4,3.7
1056.857143,344.4285714,2243.142857,441.8571429,196.5714286,1458,112,3.1,3.4,3.7,3.9
1085.428571,356.8571429,2214,429.1428571,219,1637.714286,93.42857143,3.4,3.7,3.9,3.7
1076.428571,382.7142857,2237.571429,472.5714286,199.8571429,1745.428571,110.4285714,3.7,3.9,3.7,4
1071.714286,400.1428571,2294,497,211,1656.714286,91.42857143,3.9,3.7,4,4.2
1140,399.1428571,2232.428571,510.2857143,201.8571429,1624.285714,89.28571429,3.7,4,4.2,4.3
1080.857143,354.4285714,2359.285714,497.1428571,194.2857143,1632.285714,83.71428571,4,4.2,4.3,4.4
997,354,2363.714286,477.1428571,154.7142857,1450.428571,77.42857143,4.2,4.3,4.4,4.2
1004.857143,374.5714286,2275.714286,468,247.7142857,1771.857143,101.7142857,4.3,4.4,4.2,4
882.1428571,313.4285714,2265,448,140.1428571,1615,77.42857143,4.4,4.2,4,3.8
850.5714286,308.7142857,2125.285714,446.7142857,146.2857143,1594.285714,78.14285714,4.2,4,3.8,3.7
963.2857143,288.8571429,2284.857143,442.2857143,142.4285714,1430.571429,90.28571429,4,3.8,3.7,3.6
919.5714286,284.2857143,2433.285714,465.7142857,196.4285714,1343.285714,82.71428571,3.8,3.7,3.6,3.5
1095.428571,403.4285714,2476.142857,470.7142857,198,1135.714286,102.2857143,3.7,3.6,3.5,3.3
1180.428571,465.7142857,2732.142857,464,209.7142857,1174.571429,118.7142857,3.6,3.5,3.3,3.2
1202.571429,486.5714286,2273,444,172.7142857,1976.571429,113,3.5,3.3,3.2,3
1102.714286,363,1857.142857,447.8571429,205.7142857,1583.142857,95.42857143,3.3,3.2,3,2.8
1069,334.4285714,1644.142857,432.2857143,173.8571429,1363.857143,75.28571429,3.2,3,2.8,2.6
1083,326.7142857,1564.285714,385.2857143,191,1725.857143,79.71428571,3,2.8,2.6,2.7
1102.714286,354.8571429,1398.714286,379.1428571,224.7142857,1648.714286,103.2857143,2.8,2.6,2.7,3.1
1213.571429,393.2857143,1432.428571,422.7142857,259.5714286,2145.857143,137.1428571,2.6,2.7,3.1,3.5
1302,381.7142857,2308.857143,460.2857143,302.7142857,2683.285714,154.7142857,2.7,3.1,3.5,3.8
1260,386.5714286,1968.428571,464.4285714,305,2197.571429,168.5714286,3.1,3.5,3.8,3.5
1200.428571,353.1428571,2101.714286,472.1428571,392.8571429,2274.714286,145,3.5,3.8,3.5,3.4
1284.285714,406.5714286,1504,409.1428571,475.2857143,2222,161.7142857,3.8,3.5,3.4,2.7
1541.714286,455.5714286,1824.428571,455.1428571,407.1428571,2540.857143,205.2857143,3.5,3.4,2.7,3
1820,514.7142857,2732.285714,517.4285714,476.4285714,2888.857143,238,3.4,2.7,3,3.5
1954.428571,515.2857143,2469.714286,529.5714286,1396,3146.714286,272.5714286,2.7,3,3.5,3.5
1525.714286,464.8571429,2239,451.2857143,1014.428571,2808.285714,262.4285714,3,3.5,3.5,3.4
1565.428571,470.8571429,2438.857143,459.1428571,1126,2980.857143,263.4285714,3.5,3.5,3.4,3.4
1500.571429,486.5714286,2403.142857,481.1428571,1107,3132.285714,252.4285714,3.5,3.4,3.4,3.4
1737.571429,564.8571429,2727.571429,501.7142857,1298,3721.142857,301.1428571,3.4,3.4,3.4,3.8
2189,631.8571429,3105.571429,565.7142857,1763.428571,5105.571429,351.4285714,3.4,3.4,3.8,3.9
2478,711.5714286,3818,557.8571429,1039.285714,5982.571429,400.4285714,3.4,3.8,3.9,
2445.428571,653.8571429,3308.428571,587.8571429,980.1428571,7299.142857,396.4285714,3.8,3.9,,4
2382.571429,620.4285714,3757,623.1428571,970.8571429,8726.571429,378.5714286,3.9,,4,4
2972.857143,762.5714286,4785.285714,731,984.8571429,11317.85714,460.4285714,,4,4,4.3
2647.285714,716.5714286,4289,639.7142857,974.7142857,9767.285714,411.5714286,4,4,4.3,3.9
1985.571429,567.1428571,3780.714286,596.8571429,744.2857143,7432.285714,330.7142857,4,4.3,3.9,3.5
1477.714286,462.2857143,3796.714286,522.2857143,502.7142857,5791,251.8571429,4.3,3.9,3.5,2.9
1134.714286,316.5714286,3157.285714,449,371.5714286,3845.285714,189.2857143,3.9,3.5,2.9,3.9
1251.857143,415.4285714,3766.857143,545,403,4303,210.1428571,3.5,2.9,3.9,2.5
1240.142857,422.2857143,3434.714286,486.4285714,317,3695.714286,187.4285714,2.9,3.9,2.5,2.6
1285.571429,417,3485.428571,472,410.8571429,3877.285714,216,3.9,2.5,2.6,3.1
1606.857143,462.1428571,3781.285714,533.4285714,511,4662.857143,257.8571429,2.5,2.6,3.1,4
1764.714286,564.5714286,4403.571429,540,521.8571429,5006,246,2.6,3.1,4,4
1956.285714,685.1428571,4162.428571,522.5714286,490.8571429,4542.714286,210,3.1,4,4,4.3
1587.428571,552.4285714,3860.285714,467.1428571,350.8571429,3341.857143,177.1428571,4,4,4.3,3.7
1611.714286,685.4285714,3438.142857,446.7142857,335.8571429,3008.428571,160,4,4.3,3.7,3.6
1925.857143,673.4285714,3849,463.8571429,344.7142857,2552.714286,148.7142857,4.3,3.7,3.6,3.7
,,,,,,,3.7,3.6,3.7,
,,,,,,,3.6,3.7,,
,,,,,,,3.7,,,
