a1,a2,a3,a4,a5,a6,a7,a8,a9,t-3,t-2,t-1,t
2269.428571,490.4285714,2830.142857,1652.857143,1212.857143,177.7142857,1056.714286,1359.571429,69.42857143,3,2.9,3,3.2
1907.857143,496.1428571,2973.571429,1937.714286,1127.571429,174.2857143,1053.857143,1332.714286,55.85714286,2.9,3,3.2,3.4
1657.428571,484,3018.571429,2165.285714,1086.142857,187.2857143,1005.285714,1332.714286,47.14285714,3,3.2,3.4,3.4
1523,452.7142857,2911.428571,2259.571429,1033.285714,159.2857143,977.1428571,1316.285714,73,3.2,3.4,3.4,3.3
1421.714286,373,3222.142857,2257.857143,981.2857143,140.7142857,875.4285714,1348.428571,46.14285714,3.4,3.4,3.3,3.1
1329.857143,366.8571429,3091.285714,1931.428571,925.1428571,105.2857143,808.4285714,1284.285714,44.42857143,3.4,3.3,3.1,3.1
1299.714286,367.4285714,3036.285714,1596.857143,903.4285714,104.5714286,800.4285714,1289.857143,46.28571429,3.3,3.1,3.1,3.1
1354.857143,355,2859.714286,1569.428571,867.8571429,123.2857143,738.8571429,1284.285714,26.42857143,3.1,3.1,3.1,3.2
1305.714286,365.5714286,3156.428571,1577.285714,865.1428571,130.2857143,794.8571429,1259.714286,26.14285714,3.1,3.1,3.2,3.3
1366.142857,395.5714286,3064.142857,1458.857143,901.2857143,137.5714286,759.2857143,1289.285714,36.42857143,3.1,3.2,3.3,3
1358.857143,401,3100,1322.857143,798.8571429,116.2857143,792.1428571,1300.285714,35.42857143,3.2,3.3,3,3.5
1398.571429,363.8571429,3076.857143,1194.714286,735.4285714,110.2857143,729.7142857,1307.714286,35.85714286,3.3,3,3.5,3
1376.285714,324.5714286,3228.857143,1101.285714,655.8571429,94.28571429,674.2857143,1285.285714,9.285714286,3,3.5,3,2.8
1323.857143,325.5714286,3175.714286,1121.142857,524.7142857,100.5714286,674.7142857,1339.428571,0,3.5,3,2.8,2.5
1330.714286,315.1428571,3383,1096.142857,472.5714286,97.14285714,714.7142857,1291.571429,18,3,2.8,2.5,2.5
1514.142857,341.4285714,3827.285714,1080.285714,541.4285714,132.8571429,737.8571429,1236,18,2.8,2.5,2.5,2.6
1589.428571,355.4285714,4292,1059.714286,680.2857143,136.1428571,832.7142857,1229.142857,44.71428571,2.5,2.5,2.6,2.5
1465.428571,344.8571429,4642,1049.142857,782,149.1428571,873.2857143,1270.714286,63.14285714,2.5,2.6,2.5,2.5
2119.428571,427.7142857,5235.857143,1069.571429,931.7142857,154.8571429,998.5714286,1253.571429,50.85714286,2.6,2.5,2.5,2.6
1816,449.1428571,5525.714286,1058,952.7142857,157.8571429,1017.857143,1252.714286,65.71428571,2.5,2.5,2.6,2.5
1865,384.5714286,5044,1083.285714,896.5714286,157.1428571,936.8571429,1272.285714,92.85714286,2.5,2.6,2.5,2.4
2794.142857,437.7142857,4385.857143,1057.714286,1018.142857,143,848.2857143,1248.428571,78.14285714,2.6,2.5,2.4,2.5
6924,654,4486.142857,1090.857143,3071.857143,175.5714286,1016,1296.857143,119.7142857,2.5,2.4,2.5,2.4
2329.142857,347.5714286,4704.428571,1114,1271.285714,158.2857143,914.8571429,1382.142857,74.28571429,2.4,2.5,2.4,2.5
1981,319.5714286,4914.571429,1321.428571,1026.428571,156.2857143,907,1510,64,2.5,2.4,2.5,2.4
1759,327.4285714,4328.857143,1466,885.8571429,143.7142857,839.7142857,1561,56.57142857,2.4,2.5,2.4,2.4
1557.714286,317.5714286,3997.285714,1552.428571,891.2857143,140.5714286,851.8571429,1737.857143,54.71428571,2.5,2.4,2.4,2.5
1426.142857,337,3858.571429,1569,898.2857143,151.4285714,922,1834.428571,65,2.4,2.4,2.5,2.4
1480.857143,326.2857143,3376.571429,1608.571429,778.2857143,130.5714286,922.5714286,1825.142857,91.42857143,2.4,2.5,2.4,2.5
2215.142857,311.4285714,3013.714286,1274.285714,601.1428571,102.2857143,807.1428571,1642.285714,98.28571429,2.5,2.4,2.5,2.5
1494.285714,253.4285714,3129,1258.571429,455.5714286,82.14285714,711,1486.571429,71.85714286,2.4,2.5,2.5,3.2
1430.142857,312,2916.428571,1336,415.5714286,82,724.4285714,1357.285714,60.42857143,2.5,2.5,3.2,
1410.285714,320.2857143,2428.142857,1530,386.7142857,72,730,1310.285714,25.57142857,2.5,3.2,,
1378.428571,342.2857143,2546.142857,1742.285714,447.7142857,61.42857143,798.7142857,1348.571429,28.14285714,3.2,,,2.6
1369.142857,369.2857143,2508.571429,2412,489.7142857,62.14285714,820.2857143,1379,17.42857143,,,2.6,2.7
1294.142857,373.8571429,2703.571429,2412.714286,492.4285714,70.57142857,862,1381,34.57142857,,2.6,2.7,2.8
1293.857143,369.1428571,2672.428571,2010.571429,572.5714286,55.57142857,954.8571429,1400,9.285714286,2.6,2.7,2.8,3.2
1378.714286,404.8571429,2680,2108.571429,747.2857143,83.42857143,999,1285.142857,45.85714286,2.7,2.8,3.2,3.5
1737.571429,520.4285714,3235.571429,2158.714286,1022.714286,147.2857143,1204,1388.714286,68.42857143,2.8,3.2,3.5,3.7
1899.285714,746.8571429,3933.857143,2043.714286,1356.857143,227.5714286,1871.714286,1386.285714,105.8571429,3.2,3.5,3.7,4
2594.285714,985.8571429,4587.285714,2511.714286,1831.714286,300.5714286,3152.714286,1444.571429,139,3.5,3.7,4,4.9
3945,1113.142857,6083.571429,3065.857143,3229,436.2857143,5642.714286,1542.571429,139,3.7,4,4.9,5.2
10281.71429,2127.428571,7813.857143,3404.571429,7160.142857,562.5714286,10268.14286,1621.285714,249.4285714,4,4.9,5.2,5.3
10577.42857,2262.428571,7754.285714,3462.428571,7653.714286,573,15487.28571,1518.285714,276.8571429,4.9,5.2,5.3,5.8
13886.14286,1945.714286,7091.142857,3076.857143,11848.71429,578.2857143,32072,1512.428571,285.8571429,5.2,5.3,5.8,5.5
15326.14286,1711.714286,7439.428571,3605.428571,16803.57143,665.5714286,33979.42857,1636.142857,277.4285714,5.3,5.8,5.5,5.2
7845.571429,1148.142857,5758.428571,2820.857143,10576.71429,482.1428571,20268.14286,1493.428571,184.5714286,5.8,5.5,5.2,4.9
4280,777.8571429,4802.428571,2451,6128,383.4285714,9922.857143,1333.571429,149.2857143,5.5,5.2,4.9,4.2
3357.142857,600.2857143,4405.571429,2414.142857,4627.142857,345,7420.571429,1392.285714,130.7142857,5.2,4.9,4.2,3.7
6870.714286,941,4025.571429,2284.285714,8451.285714,349.8571429,7412.571429,1328.428571,143,4.9,4.2,3.7,4.5
3918.714286,796.4285714,3983.285714,2384,5023.571429,312,5485,1498.857143,131.4285714,4.2,3.7,4.5,3.6
6721,973.5714286,3151.571429,2028.857143,8598.857143,363.2857143,4891.571429,1555.428571,149.5714286,3.7,4.5,3.6,2.9
3328.571429,635.2857143,2761.142857,1621.714286,4549.142857,280.7142857,2767,1461.142857,110.7142857,4.5,3.6,2.9,2.6
2444.857143,616.8571429,3057.857143,2005.285714,2931.857143,222,2200.857143,1565.714286,103.5714286,3.6,2.9,2.6,2.6
1907.857143,494.5714286,2959.285714,1997,1762.428571,186.1428571,1732.857143,1537.571429,93.57142857,2.9,2.6,2.6,2.6
1760.857143,426.8571429,3033.714286,1874,1494.714286,165.4285714,1457.857143,1535.285714,54.42857143,2.6,2.6,2.6,2.6
1716.857143,397.4285714,2830.857143,1635.571429,1187.571429,138.1428571,1270.142857,1451.714286,0,2.6,2.6,2.6,2.5
1468.714286,392.5714286,2765.428571,1783.714286,1054.571429,121.5714286,1223.428571,1541.714286,44.28571429,2.6,2.6,2.5,2.3
1376,346.2857143,2812.285714,1638.714286,1019.285714,130.4285714,1187.714286,1649.571429,26.14285714,2.6,2.5,2.3,2.4
1308.428571,317,2787.142857,1413,891.1428571,112.2857143,1153.142857,1585.714286,0,2.5,2.3,2.4,2.3
1281.428571,313.4285714,3152.571429,1360.285714,704.5714286,124.4285714,1089.428571,1451.714286,8.428571429,2.3,2.4,2.3,2.6
1222.571429,322.5714286,2906.428571,1357.571429,653.7142857,111.1428571,1140.857143,1464.714286,8.714285714,2.4,2.3,2.6,2.3
1464.571429,310.4285714,3072.571429,1143.428571,922,118.1428571,1124.857143,1482.857143,54,2.3,2.6,2.3,2.3
1872.142857,344.1428571,3230.285714,1125.857143,932.7142857,111.7142857,1158.285714,1470.714286,35.71428571,2.6,2.3,2.3,
1336.428571,414.1428571,3170.142857,1136.857143,725.5714286,90.85714286,1164,1391,9,2.3,2.3,,2.4
1439.285714,323,3241,1170.714286,704,81.71428571,1129,1472.571429,26.14285714,2.3,,2.4,2.4
2803,306.1428571,3128.714286,1155.285714,684.4285714,79.85714286,1093.857143,1274.571429,18,,2.4,2.4,2.3
1606.285714,303.2857143,3201.142857,1084.142857,589.2857143,54.57142857,1067.857143,1223,0,2.4,2.4,2.3,2.4
1438.571429,313.8571429,3027.857143,1012.714286,470.7142857,61.71428571,1053.857143,1184.857143,9.428571429,2.4,2.3,2.4,2.3
1329.285714,296,3085.428571,987,406.5714286,62,1069,1167.857143,9,2.3,2.4,2.3,2.3
1321.142857,298.1428571,3065,999.4285714,431.4285714,53.14285714,1088.428571,1169,0,2.4,2.3,2.3,2.2
1321.142857,292.1428571,3457.428571,1009.428571,383,44.71428571,1064.714286,1172.857143,0,2.3,2.3,2.2,
1319.571429,293.4285714,3456.714286,1030.428571,308.5714286,44.71428571,1063.857143,1186.714286,0,2.3,2.2,,2.2
1351.285714,288.1428571,3341.142857,1043.142857,623.7142857,35,1039.428571,1185.571429,9,2.2,,2.2,2.1
1303.285714,283,3195,1048.285714,650.4285714,35.14285714,1060.428571,1213.428571,0,,2.2,2.1,2.1
1262.142857,288.1428571,2956.142857,1058.428571,508.4285714,8.428571429,1035,1198.142857,35.71428571,2.2,2.1,2.1,
1379.285714,288.8571429,2834.142857,1075.285714,394,17.57142857,1028,1219.571429,0,2.1,2.1,,2.1
1294.857143,315.1428571,2350.428571,1072.142857,350.2857143,0,986.7142857,1167.714286,8.428571429,2.1,,2.1,2
2800.571429,319.2857143,2388.714286,1142.571429,443,0,1009.285714,1202.714286,17.42857143,,2.1,2,2.1
2721.571429,311.7142857,2228.857143,1197.142857,466,17.14285714,1073.428571,1354.428571,9.571428571,2.1,2,2.1,2.1
2164.428571,282.8571429,2153,1232,381.2857143,72.42857143,1030.142857,1293.428571,27.42857143,2,2.1,2.1,2.1
1935.285714,310.2857143,2374,1236.714286,385.7142857,34.85714286,1031.714286,1272.714286,8.714285714,2.1,2.1,2.1,2
1616.428571,257.7142857,2207,1521.285714,368.1428571,44.42857143,965.2857143,1377,9.428571429,2.1,2.1,2,2.8
1479,327,2122,1543.571429,404,9.285714286,1080.571429,1402.428571,18.28571429,2.1,2,2.8,2.1
1483.571429,336.4285714,2159.714286,1726.857143,374.5714286,28.42857143,1045.714286,1528.142857,18,2,2.8,2.1,2.3
1709.571429,379.1428571,2363.714286,1836.142857,404.2857143,45.42857143,1275.714286,1550.142857,26.71428571,2.8,2.1,2.3,2.3
2074.857143,401.1428571,2198,1729.428571,468,9.571428571,1200,1457.428571,26.14285714,2.1,2.3,2.3,2.3
1760.857143,386.5714286,2058.285714,1276,452.7142857,47,1143.714286,1506,26.71428571,2.3,2.3,2.3,2.5
2224.857143,395.2857143,2076.857143,1438.142857,648.4285714,54.42857143,1186.571429,1511.428571,63.28571429,2.3,2.3,2.5,2.6
2571.285714,479.7142857,2413,1709,759,87.28571429,1599.857143,1619.142857,79.28571429,2.3,2.5,2.6,2.8
2709.714286,530.7142857,2729.428571,1908.714286,945.7142857,116,1972.714286,1619.714286,96.71428571,2.5,2.6,2.8,3
2884,605.2857143,2886.857143,1924.285714,1105.142857,96.42857143,2115.571429,1679.857143,99.14285714,2.6,2.8,3,3.2
2697.142857,626.7142857,2918.714286,2208.142857,1280,155,2343.285714,1597,92.57142857,2.8,3,3.2,3.4
3338.285714,828.7142857,3661.428571,2619.857143,2147.142857,220,3662.428571,1772.428571,124.5714286,3,3.2,3.4,3.7
4814.285714,928.8571429,4087.857143,2424,2890.142857,304.4285714,5535.142857,1781.714286,160.7142857,3.2,3.4,3.7,4.1
7662.142857,941.4285714,5396.714286,2635.142857,3444.285714,472.8571429,9158.857143,1799.714286,241,3.4,3.7,4.1,5.3
16687.28571,1588.142857,6336.714286,2846,10579.28571,961.5714286,21581.14286,1994.714286,570.7142857,3.7,4.1,5.3,5.3
15931,1373.714286,6344.714286,2773.142857,14703.71429,1213.571429,26729.57143,2007.714286,438.1428571,4.1,5.3,5.3,5.4
13048.28571,1135,5870.714286,2648,11286,1194.571429,24657.85714,1959.142857,369.1428571,5.3,5.3,5.4,5.1
9949.285714,963.8571429,4811.285714,2301.857143,9510,1074.857143,19685,1784.428571,309.7142857,5.3,5.4,5.1,4.6
4987.142857,515.5714286,4066.285714,1785.285714,5658.857143,614.4285714,10452,1534.428571,201.1428571,5.4,5.1,4.6,6.2
5363.857143,563.8571429,3974.142857,2125.571429,4543.857143,546.5714286,9803.714286,1690.428571,189.8571429,5.1,4.6,6.2,3.4
6063.857143,602.4285714,3916.285714,1926.285714,4467,508.4285714,7426.857143,1642.857143,183.2857143,4.6,6.2,3.4,2.9
5736.428571,580.8571429,3625.142857,1935.571429,3966.714286,492.1428571,6347.857143,1643.428571,200.8571429,6.2,3.4,2.9,2.8
4648.285714,620.5714286,3504,1904.285714,3632.857143,522.2857143,5671.571429,1621,179.7142857,3.4,2.9,2.8,
4558,663,3815.428571,2129.142857,3706.857143,474.5714286,5898.428571,1624.857143,171.1428571,2.9,2.8,,3.3
4271,703.4285714,4088.571429,1908.571429,3609.714286,446.7142857,6599.714286,1662.285714,171.8571429,2.8,,3.3,3.5
4442.285714,549.7142857,3709.428571,1886,3400,380.1428571,7535.714286,1698.142857,151.7142857,,3.3,3.5,3.6
4135.142857,507.1428571,3946.285714,1884.714286,3247.571429,305.7142857,8026,1724.285714,130,3.3,3.5,3.6,3.9
3882.142857,530.1428571,4009.857143,1749.142857,2718.142857,260.2857143,7849.142857,1708.428571,118.2857143,3.5,3.6,3.9,3.7
3822.571429,538.7142857,4086.857143,1743.571429,2532.714286,248.4285714,7636.857143,1653.428571,123,3.6,3.9,3.7,3.6
3466.285714,491.8571429,3973.428571,1402.428571,2384.285714,234.2857143,6206,1480.571429,97.14285714,3.9,3.7,3.6,3.3
2511,428.5714286,4151.285714,1545.714286,1660.142857,159.8571429,4708.285714,1476.428571,78,3.7,3.6,3.3,3.2
2695.142857,469.5714286,4172.285714,1729.714286,1321,148.7142857,4121.285714,1543.285714,99.28571429,3.6,3.3,3.2,2.6
2822.857143,651.7142857,4261.142857,1428,1199.142857,136.5714286,4000.428571,1569.142857,104.2857143,3.3,3.2,2.6,2.5
2545.714286,534.1428571,4389.571429,1309.142857,1257.857143,159.1428571,3494.142857,1461.285714,92,3.2,2.6,2.5,2.5
2380.142857,489.7142857,4473.857143,1193,1229.285714,145,3079.857143,1394.714286,109.8571429,2.6,2.5,2.5,2.4
2247,468.2857143,4514.714286,1104.714286,1572.428571,136.4285714,2845,1350.857143,95,2.5,2.5,2.4,2.6
2113.714286,549,4165.428571,1091.857143,1363.285714,112.2857143,2767,1328.285714,91.57142857,2.5,2.4,2.6,2.3
2034,454.8571429,3972.857143,1070.428571,1275.857143,96.57142857,2643.142857,1296.142857,73.57142857,2.4,2.6,2.3,2.3
1851,472.7142857,3457.571429,1024.571429,975.2857143,92.28571429,2397.571429,1377.428571,38,2.6,2.3,2.3,2.4
1994.285714,444.2857143,2778.857143,999.7142857,573.2857143,102.5714286,2199.428571,1558,62.57142857,2.3,2.3,2.4,2.4
2062.285714,411.1428571,2678.857143,995.4285714,533.8571429,92.42857143,2062.857143,1623,29.14285714,2.3,2.4,2.4,2.3
1715.571429,392.2857143,2660.857143,999.7142857,499.7142857,87.14285714,1953.857143,1439.857143,45.71428571,2.4,2.4,2.3,2.2
1468,314.2857143,2591.714286,989.7142857,496.4285714,82.57142857,1783.142857,1525,18.28571429,2.4,2.3,2.2,2.3
1518.428571,312,2534.571429,1001.571429,441.7142857,56.71428571,1717.428571,1547.428571,26.71428571,2.3,2.2,2.3,2.2
1459.571429,273,2750.714286,1014.571429,382.1428571,58.42857143,1655.571429,1624.714286,34.85714286,2.2,2.3,2.2,2.1
1592.142857,292.4285714,2455.142857,1030.857143,359,92.57142857,1627.142857,1667.285714,26.14285714,2.3,2.2,2.1,2.1
1740.857143,329.7142857,2381.714286,1081.285714,342.5714286,93.28571429,1574.142857,1316.857143,35.71428571,2.2,2.1,2.1,2
1577.857143,346.8571429,2251.714286,1291.857143,322.8571429,71.85714286,1484.571429,1184.857143,17.71428571,2.1,2.1,2,2
1707.857143,356.2857143,2082.714286,1777.285714,363,95.28571429,1558.714286,1148,65.85714286,2.1,2,2,2.1
1753.428571,323.8571429,2196.857143,1287.428571,382.2857143,114.2857143,1644.142857,1145.428571,47.71428571,2,2,2.1,2.3
3140,363,2419.142857,1223.714286,471.8571429,88.28571429,1922.428571,1296.571429,82.85714286,2,2.1,2.3,2.2
2086.571429,395.5714286,2402.428571,1300.428571,614.7142857,76.57142857,2086.714286,1620.571429,119,2.1,2.3,2.2,2.3
1637.428571,298,2039.428571,1112.714286,394.5714286,55.57142857,1799,1583.714286,44.57142857,2.3,2.2,2.3,2.9
1808.714286,381.8571429,2054.571429,1154.714286,464.1428571,66.42857143,1730,1378.428571,65.85714286,2.2,2.3,2.9,2.2
2168.428571,398.5714286,1992.714286,1457.428571,537.7142857,79.71428571,1857.428571,1158.285714,106.7142857,2.3,2.9,2.2,2.4
3234.142857,424.2857143,2031.142857,1975.714286,703.4285714,87.85714286,1973.428571,1154.857143,105,2.9,2.2,2.4,2.4
2743.857143,453.2857143,2172.285714,1781.142857,925,98.42857143,2092.428571,1142.285714,101.2857143,2.2,2.4,2.4,2.5
2530.571429,422.4285714,2201.142857,1512.857143,987.7142857,101.2857143,2220.857143,1157.285714,118.7142857,2.4,2.4,2.5,2.5
3137.714286,463.5714286,2209.142857,1499.428571,1430.714286,150.7142857,2542.142857,1186.714286,113.4285714,2.4,2.5,2.5,2.6
2889.142857,466.7142857,2270.142857,1502.714286,1828.714286,203.2857143,2957.857143,1182,124.8571429,2.5,2.5,2.6,2.9
3084,515.5714286,2465.714286,1555.714286,2336,292,3768.142857,1177.285714,140.7142857,2.5,2.6,2.9,3.3
4296.428571,616.7142857,2746.142857,1862,4037,489.5714286,5956.142857,1217.714286,172.7142857,2.6,2.9,3.3,3.7
7567.285714,830.8571429,3361.714286,2015.714286,8161.571429,754.2857143,10927.57143,1304.571429,220.1428571,2.9,3.3,3.7,4.7
11259.71429,1067,3729.285714,1930,14046.57143,856.1428571,15850.57143,1373.285714,266.7142857,3.3,3.7,4.7,5.3
11946.57143,1071.142857,4103,1778.714286,17373.28571,897.2857143,18395.14286,1336.428571,296.1428571,3.7,4.7,5.3,5.5
12594.28571,1067.714286,4214.857143,1600.428571,16994,773.1428571,19407.28571,1343.428571,273.7142857,4.7,5.3,5.5,5.9
8627.571429,949,3754.571429,1438.285714,13066.42857,557.7142857,16809.71429,1369.857143,246.5714286,5.3,5.5,5.9,5.3
6175.428571,761.8571429,3351.285714,1349.714286,7873.142857,393.7142857,12260.57143,1235.857143,193,5.5,5.9,5.3,4.5
45609.14286,3418.142857,7737.142857,2449.714286,12009.85714,302,36370.42857,1632,193.8571429,5.9,5.3,4.5,6.8
28908.42857,2447,8825.571429,3441.142857,6921.428571,186,19390.85714,2019.857143,185.2857143,5.3,4.5,6.8,8.5
24084.71429,2196.285714,5992,2450,2941,123.1428571,13121,1965.428571,141.1428571,4.5,6.8,8.5,6.4
19295.14286,1792.285714,4289.714286,1761.714286,1694.428571,105.8571429,6616.428571,1760.142857,125.4285714,6.8,8.5,6.4,5.4
12892.85714,1813,3076.142857,1465.285714,1156.142857,93.71428571,3763.857143,1498.285714,114,8.5,6.4,5.4,4.4
11200.85714,1576.571429,2758.428571,1224.142857,1107.285714,94.57142857,3106.714286,1301.428571,103,6.4,5.4,4.4,3.5
6062.857143,1252.285714,2117.714286,1104.571429,938.7142857,89.85714286,2380.428571,1146.714286,80.85714286,5.4,4.4,3.5,2.8
4135.428571,1129.285714,1854.714286,1058.285714,862.8571429,94.57142857,2518.428571,1088.714286,63.71428571,4.4,3.5,2.8,2.5
3001,931.8571429,1823.285714,1221.857143,784.5714286,55.28571429,2275.571429,1056.571429,69.14285714,3.5,2.8,2.5,2.4
2880.285714,854,1723.714286,1030,624,27.57142857,1910.285714,1042.142857,61,2.8,2.5,2.4,2.3
2715,712.7142857,1647.714286,982.5714286,565,8.714285714,1565.857143,1042.714286,42.71428571,2.5,2.4,2.3,2.1
2056.571429,649.4285714,1597.285714,984.5714286,587.8571429,8.714285714,1431.714286,1006.285714,54.14285714,2.4,2.3,2.1,1.9
1698.857143,589.2857143,1598.714286,984.2857143,524.4285714,8.714285714,1389.571429,996.1428571,61.85714286,2.3,2.1,1.9,1.9
1665.571429,580.5714286,1562.571429,961.4285714,483.7142857,17.14285714,1309.142857,981.7142857,69.85714286,2.1,1.9,1.9,1.8
1561,461.4285714,1473.714286,971.1428571,470.2857143,8.428571429,1208.857143,943.2857143,52.42857143,1.9,1.9,1.8,1.9
1697.714286,454,1544,897.7142857,452.4285714,8.428571429,1207.714286,912.5714286,63.57142857,1.9,1.8,1.9,1.9
1511.857143,484.7142857,1675.285714,971.8571429,556.2857143,8.428571429,1279.714286,973.2857143,54.57142857,1.8,1.9,1.9,1.9
1430.857143,433,1639.714286,989.5714286,648.1428571,26.14285714,1292.857143,989.5714286,35.71428571,1.9,1.9,1.9,1.9
1443.714286,429.5714286,1671.142857,1035,657,18.14285714,1352.428571,1004,8.428571429,1.9,1.9,1.9,1.9
1356.428571,413.5714286,1754.428571,1048.142857,568.5714286,8.714285714,1384.285714,1012.142857,17.42857143,1.9,1.9,1.9,
1330.714286,380.1428571,1780.428571,1041.285714,521.7142857,25.57142857,1397.571429,1018.714286,52.57142857,1.9,1.9,,2.2
1525.428571,450.2857143,1968.571429,1055.857143,541.8571429,8.428571429,1478.571429,1047.857143,25.28571429,1.9,,2.2,2.4
1396.571429,414.7142857,1775.428571,1021,427.2857143,8.428571429,1477.571429,1031.142857,9,,2.2,2.4,2
1627.857143,526,1703.285714,1021.142857,391.7142857,25.85714286,1875,1037.571429,26,2.2,2.4,2,1.9
1438.142857,434.7142857,1548.142857,1006.428571,368,34.28571429,1499.714286,1022.571429,8.428571429,2.4,2,1.9,2.2
1585.857143,449.8571429,1469.571429,1000.714286,363.7142857,17.42857143,1406.857143,1009.857143,25.85714286,2,1.9,2.2,1.8
1356.285714,380.2857143,1405.714286,1088.285714,384.7142857,34.28571429,1546.857143,1015.428571,16.85714286,1.9,2.2,1.8,2
1549.571429,413.2857143,1536.857143,1083.285714,336.4285714,42.85714286,1535,1016.428571,53.28571429,2.2,1.8,2,
1593.857143,425,1602.428571,1074.142857,318.8571429,17.14285714,1472,1003.142857,16.85714286,1.8,2,,1.9
1398.714286,447.8571429,1640.571429,1090.714286,376.7142857,34.28571429,1359.857143,1024.571429,17.14285714,2,,1.9,1.9
1352.857143,455.1428571,1725.714286,1138.285714,355.4285714,43,1365.571429,1039.714286,43.14285714,,1.9,1.9,1.7
1611.142857,488.7142857,1744.714286,1116.142857,373.7142857,42.71428571,1450,1018.142857,26.14285714,1.9,1.9,1.7,1.8
1510.285714,459.5714286,1955.857143,1197.571429,434.5714286,25.28571429,1601.571429,1029,8.428571429,1.9,1.7,1.8,
1779.285714,509.2857143,2152.142857,1276.714286,384,34,1962.285714,1073,52,1.7,1.8,,2
2226.142857,482.4285714,2036,1423.428571,543.7142857,43.57142857,2248.142857,1096.142857,44.14285714,1.8,,2,2.1
2571.571429,547.4285714,2078,1652.857143,941.1428571,27.71428571,2382,1129.142857,81.14285714,,2,2.1,2.2
2019.285714,437,1810.857143,1435.142857,579.5714286,17.42857143,2094.142857,1090.285714,25.85714286,2,2.1,2.2,2.5
2032.285714,479.8571429,1984.571429,1558.428571,590.7142857,34.28571429,2055.285714,1118,89,2.1,2.2,2.5,2.4
2358,552.4285714,1721.142857,1544.142857,723.2857143,42.71428571,2280.571429,1126.285714,90.42857143,2.2,2.5,2.4,2.2
2101.142857,510.4285714,1688.142857,1631.714286,760.2857143,52.57142857,2133.571429,1119.285714,100,2.5,2.4,2.2,2.3
2040.428571,536,1659.142857,1541.857143,603.7142857,61.42857143,2120.142857,1113.285714,98.71428571,2.4,2.2,2.3,2.4
1875.857143,485.1428571,1634.571429,1558.857143,595.7142857,73.28571429,2126.142857,1106.285714,99.71428571,2.2,2.3,2.4,2.5
1870.142857,511.7142857,2270.142857,1537.857143,547.1428571,44.71428571,2187.857143,1134.857143,73.57142857,2.3,2.4,2.5,2.5
1877,565.7142857,2304,1321.428571,570,27,2148.285714,1274.142857,80.71428571,2.4,2.5,2.5,
2252.857143,578.4285714,2050.571429,1281.571429,564,51.71428571,2097.857143,1204.142857,81.42857143,2.5,2.5,,2.4
2081.142857,543.1428571,2026.428571,1524.714286,461.2857143,72.28571429,2057.857143,1070.428571,79.57142857,2.5,,2.4,2.6
1901.428571,542,2374.714286,1734.285714,476.5714286,17.42857143,2307.285714,1100.428571,73.42857143,,2.4,2.6,2.7
1827.571429,517.1428571,2188.285714,1727.857143,449,63.57142857,2256.571429,1089.571429,52,2.4,2.6,2.7,2.8
1834.571429,589.1428571,2305.857143,2062.857143,463.5714286,72.14285714,2487.285714,1112.571429,99.42857143,2.6,2.7,2.8,2.9
1497.142857,489.4285714,2156.428571,1933.428571,391.8571429,54,2210.571429,1095.142857,71,2.7,2.8,2.9,3.1
1647.285714,518.7142857,2452,2084.714286,402.2857143,44.42857143,2407.428571,1118.857143,71,2.8,2.9,3.1,2.5
1585.428571,511,2689.571429,2299.285714,391.5714286,62.57142857,2585.714286,1159.714286,90,2.9,3.1,2.5,2.7
1436,458.1428571,2548.857143,2261,347.1428571,26.42857143,2219.714286,1155.714286,44.71428571,3.1,2.5,2.7,2.6
1242,394.7142857,1786.571429,1819.285714,280.5714286,52.57142857,1830.857143,1136.142857,70.85714286,2.5,2.7,2.6,2.4
1164.714286,334.1428571,1143,1428.428571,245.5714286,17.42857143,1509,1091.285714,17.14285714,2.7,2.6,2.4,2
995.2857143,256.1428571,680,1091.571429,166.5714286,25.57142857,1134.142857,989.1428571,34.57142857,2.6,2.4,2,2.6
1020.285714,296.4285714,1112.428571,1191.714286,184.4285714,26.14285714,1225.428571,1019.857143,35.57142857,2.4,2,2.6,2.7
1086,315,1053.714286,1165.285714,170.5714286,25.28571429,1140.428571,1057.428571,25.28571429,2,2.6,2.7,1.7
977.8571429,313.4285714,957.1428571,1107.142857,198.8571429,26.42857143,1085.571429,1037,9,2.6,2.7,1.7,1.6
1000.571429,318,1083.857143,1234.285714,191.5714286,35.42857143,1174.428571,1040.428571,34.85714286,2.7,1.7,1.6,1.8
1108.714286,382.1428571,1215.142857,1414.857143,218.1428571,0,1316.142857,1051.571429,52.28571429,1.7,1.6,1.8,1.9
1130.142857,353.5714286,1446.857143,1740.142857,255.2857143,17.71428571,1407.142857,1082,27.85714286,1.6,1.8,1.9,2.1
1120.142857,356.8571429,1572.571429,1658.285714,236,26.85714286,1563.428571,1178.285714,9.285714286,1.8,1.9,2.1,2.2
1122.857143,405.7142857,1911.428571,1758.285714,233.2857143,27,1505.714286,1182.857143,19.28571429,1.9,2.1,2.2,2.1
1148.714286,364.8571429,1643.142857,1782.142857,229.1428571,44.71428571,1584.142857,1276.142857,45,2.1,2.2,2.1,2.2
1153.142857,369.4285714,1899.428571,1671.857143,260.8571429,48.14285714,1738.285714,1262.571429,55.14285714,2.2,2.1,2.2,2.3
